x,y,z
0.033568904,-0.25618374,0
0.03180212,0.008833922,0.2
0.03180212,0.21024735,0.2
-0.07067138,-0.21201414,0
0.007067138,0.058303885,0
-0.1590106,-0.08657244,0.2
-0.07597173,-0.20318021,0.16842106
-0.31978798,0.23674911,0
-0.3515901,0.1466431,0
-0.2155477,0.058303885,0
0.1943463,0.36042404,0
-0.1590106,-0.11837456,0.2
0.33215547,-0.21024735,0
-0.33568904,0.18904594,0
0.07067138,0.24381626,0.2
0.061837457,0.054770317,0
0.38515902,-0.27561837,0.021052632
0.012367492,-0.18197879,0.2
0.06890459,0.22084805,0
-0.024734983,-0.23144877,0
0.37102473,-0.19081272,0.094736844
0.31095406,-0.2632509,0
-0.10777385,-0.28798586,0
0.054770317,-0.15724382,0.08421053
-0.026501767,0.056537103,0
-0.25441697,0.1466431,0.08421053
-0.16077739,-0.11130742,0.2
-0.093639575,-0.28091872,0
0.32332155,-0.13427562,0.2
0.23144877,0.14487633,0
-0.072438166,0.010600707,0.2
-0.19964664,-0.09187279,0.2
-0.29151943,0.21908127,0.10526316
0.033568904,0.25795054,0
-0.08303887,0.019434629,0.2
0.19081272,0.31448764,0.2
0.2844523,-0.16077739,0
0.2738516,-0.037102472,0
-0.04770318,-0.295053,0.2
0.20318021,0.19787987,0.15789473
0.30565372,-0.014134276,0
0.049469966,-0.019434629,0.2
-0.28268552,0.012367492,0.021052632
0.06713781,-0.03180212,0.2
0.24381626,0.34982333,0
0.3533569,-0.09187279,0
0.27738515,-0.22438163,0
-0.32508835,0.22968198,0
-0.20141342,-0.028268551,0
-0.23674911,0.113074206,0.08421053
-0.022968197,-0.21024735,0
-0.13957597,-0.010600707,0
0.3180212,-0.037102472,0.2
0.06537102,0.18727915,0
0.030035336,-0.31978798,0.042105265
0.27915195,0.32508835,0.07368421
0.30565372,0.1024735,0
-0.1024735,-0.34275618,0.16842106
-0.27031803,0.09187279,0.2
0.2279152,0.20671378,0
0.05123675,0.22968198,0.2
0.21731448,0.31448764,0.10526316
0.2614841,0.41342756,0
-0.18727915,-0.019434629,0
0.32332155,-0.27031803,0.2
0.2279152,0.33215547,0
0.29681978,0.23144877,0.06315789
0.019434629,0.24381626,0.010526316
-0.024734983,-0.045936394,0
-0.13074204,0.014134276,0.2
0.36042404,-0.1943463,0
0.017667845,0.044169612,0
0.18021202,0.41342756,0.031578947
0.09187279,0.15371025,0.2
0.27031803,-0.09717315,0
0.040636044,0.014134276,0.2
0.3763251,-0.29681978,0
0.06890459,-0.038869258,0.2
0.012367492,-0.24028268,0
-0.16607773,0,0.2
0.32508835,-0.29858658,0.2
-0.18197879,0.077738516,0.08421053
0.045936394,0.030035336,0
-0.295053,0.037102472,0.031578947
-0.33215547,0.18374558,0
-0.1024735,-0.27738515,0.2
-0.30212015,0.07597173,0
-0.1590106,0.028268551,0.2
-0.019434629,-0.06537102,0.2
-0.007067138,-0.012367492,0.2
-0.049469966,0.012367492,0
-0.34452298,0.13250883,0.14736842
-0.061837457,-0.26501766,0
-0.204947,0.024734983,0
-0.042402826,-0.15017667,0.10526316
0.2508834,0.32508835,0.2
0.03533569,-0.15194346,0
0.36395758,-0.2932862,0.2
-0.017667845,-0.23674911,0.2
0.012367492,0.204947,0.031578947
0.33215547,-0.109540634,0
0.30035335,0.074204944,0.2
0.005300353,0.16254418,0.05263158
-0.33745584,0.19787987,0.2
-0.16784452,-0.113074206,0
0.3392226,-0.27738515,0
-0.2632509,0.16431095,0
-0.11130742,0.06713781,0
-0.23498233,0.09187279,0
-0.40459365,0.24911661,0.18947369
0.2385159,0.2508834,0
-0.10777385,-0.13780919,0.010526316
0.093639575,0.11837456,0
-0.042402826,-0.010600707,0.07368421
0.3533569,-0.34628975,0.14736842
-0.27031803,0.12720849,0
-0.049469966,-0.2720848,0.2
0.2738516,-0.204947,0.10526316
0.040636044,-0.10777385,0
0.28091872,0.31978798,0
-0.15724382,-0.09540636,0
0.37985864,-0.30565372,0
0.109540634,0.18374558,0.17894737
-0.29151943,0.16254418,0
0.088339224,0.054770317,0
-0.09540636,-0.32508835,0.2
0.27031803,0.37985864,0
0.24204947,0.040636044,0.2
-0.088339224,0.06713781,0
0.24911661,-0.061837457,0.010526316
0.33215547,0.030035336,0.07368421
0.27738515,0.19787987,0.2
0.22084805,0.09540636,0.010526316
0.27031803,-0.1024735,0
0.24911661,-0.06713781,0.08421053
0.03180212,0.22084805,0.2
-0.13074204,-0.21731448,0.2
0.088339224,0.113074206,0.2
-0.123674914,-0.22084805,0.2
-0.021201413,-0.11660777,0
0.26678446,0.20141342,0.2
0.10777385,0.19257951,0
-0.26678446,0.005300353,0
-0.29151943,0.030035336,0.07368421
0.30565372,0.17491166,0.18947369
0.007067138,-0.12190813,0
-0.038869258,0.06360424,0
-0.010600707,-0.19081272,0.2
-0.3162544,0.20848057,0.2
0.09010601,0.2155477,0
0.017667845,0.1590106,0.2
-0.074204944,0.021201413,0
0.022968197,0.17667845,0
0.014134276,0.19787987,0.2
0.295053,-0.18021202,0.2
-0.1024735,-0.14840989,0.11578947
-0.13957597,0.03533569,0.2
0.20848057,0.24734983,0
0.27031803,-0.18197879,0.15789473
0.29151943,0.25971732,0
-0.2720848,0.16431095,0
-0.24558304,-0.061837457,0.021052632
0.06360424,0.2632509,0.11578947
0.27738515,-0.13427562,0
0.27561837,-0.024734983,0.2
-0.40459365,0.24911661,0.094736844
-0.022968197,-0.34628975,0.16842106
-0.08657244,-0.18197879,0
0.17314488,0.41342756,0.07368421
-0.10600707,0.022968197,0
0.29858658,-0.10070671,0.2
-0.038869258,0.077738516,0.15789473
-0.08480565,0.040636044,0.2
0.32685512,-0.17844523,0.2
0.008833922,0.11837456,0
-0.12897527,-0.28975266,0.094736844
-0.03533569,-0.24028268,0.2
0.37279153,-0.32508835,0
-0.16431095,-0.033568904,0
-0.2385159,-0.058303885,0.2
0.001766785,-0.20318021,0.2
0.27561837,-0.010600707,0.2
0.30388692,0.022968197,0
0.37985864,-0.24558304,0.042105265
0.3392226,-0.010600707,0.08421053
0.28091872,-0.24204947,0.12631579
-0.18551236,-0.12190813,0.2
-0.28798586,0.093639575,0
-0.24734983,0.13250883,0
-0.25441697,-0.044169612,0.18947369
0.23321554,0.16607773,0
0.01590106,0.22261484,0.16842106
0.054770317,-0.024734983,0
0.053003535,0.049469966,0
-0.17667845,-0.14310955,0.2
-0.03180212,0.077738516,0.08421053
0.25971732,0.033568904,0
0.2279152,0.19787987,0.2
0.3886926,-0.2932862,0.1368421
0.25441697,0.044169612,0
0.012367492,0.09717315,0
-0.123674914,0.056537103,0
0.09717315,0.25971732,0
-0.03533569,-0.33215547,0.2
0.037102472,0.24204947,0
0.22261484,0.08480565,0.18947369
-0.077738516,-0.33392227,0
0.24558304,0.1024735,0
-0.18904594,-0.042402826,0.2
-0.15371025,-0.06537102,0
0.25795054,-0.06890459,0
0.033568904,-0.29858658,0.16842106
-0.11484099,0.077738516,0.021052632
-0.13780919,0.077738516,0.031578947
-0.17314488,0.06360424,0
0.3763251,-0.32685512,0
0.113074206,0.2632509,0.094736844
0.077738516,0.2508834,0.2
0.07067138,0.2632509,0
0.06360424,-0.09893993,0.18947369
-0.01590106,-0.15724382,0.2
0.32685512,0.019434629,0
0.06007067,0.11130742,0
-0.29681978,0.2279152,0.2
-0.36042404,0.16607773,0.07368421
0.31095406,0.10424028,0
-0.19611308,-0.008833922,0.2
0.23498233,0.18021202,0.2
-0.11130742,0.077738516,0.14736842
-0.19257951,-0.14134276,0.2
0.10424028,0.15371025,0.15789473
-0.30565372,0.08303887,0
0.37279153,-0.24558304,0
-0.019434629,-0.08127209,0.2
0.24204947,0.09717315,0.2
-0.15371025,-0.22438163,0
0.019434629,-0.2508834,0
-0.09540636,-0.25618374,0
0.29681978,-0.088339224,0.2
0.045936394,0.18374558,0.2
-0.18374558,-0.06007067,0.2
0.19611308,0.24204947,0.042105265
0.012367492,-0.1943463,0
0.21908127,0.24204947,0.2
-0.31448764,0.09540636,0
0.030035336,-0.26855123,0.2
0.34628975,-0.3074205,0.2
-0.11484099,0.033568904,0
0.30035335,-0.21201414,0
0.24911661,-0.06360424,0.07368421
0.31095406,0.1360424,0.2
-0.028268551,-0.34628975,0.17894737
-0.13780919,-0.093639575,0.2
0.31272084,-0.32685512,0.2
-0.021201413,-0.005300353,0.2
0.16784452,0.40106007,0.17894737
-0.08657244,-0.008833922,0
0.33215547,-0.32685512,0.2
0.026501767,-0.20671378,0.2
0.22968198,0.053003535,0.15789473
-0.024734983,-0.113074206,0.2
-0.20318021,0.001766785,0
0.24204947,0.40636042,0
0.21024735,0.21378092,0.2
-0.054770317,-0.2385159,0
0.008833922,0.17667845,0
-0.3533569,0.22438163,0
-0.11130742,-0.32508835,0.10526316
0.28091872,-0.028268551,0
-0.3869258,0.22614841,0
0.08303887,0.24558304,0.2
-0.001766785,-0.27738515,0
0.044169612,0.17844523,0.2
0.23674911,0.41342756,0.06315789
0.3074205,-0.26501766,0
0.29858658,0.03533569,0.2
0.09010601,0.16077739,0
0.29858658,-0.14487633,0
0.2720848,-0.07067138,0
0.22968198,0.10424028,0.2
-0.10424028,-0.1466431,0.12631579
0.30388692,-0.09717315,0.2
-0.17314488,0.045936394,0.2
-0.017667845,-0.28975266,0
0.010600707,-0.12720849,0.2
-0.33568904,0.19257951,0.2
0.06890459,0.06713781,0
0.29681978,0.024734983,0.2
-0.033568904,-0.08127209,0.12631579
-0.12190813,-0.26501766,0.2
-0.11484099,-0.1254417,0
-0.22968198,-0.021201413,0.2
0.24734983,0.24911661,0.2
0.01590106,-0.31978798,0.2
0.32332155,-0.3162544,0
0.27031803,0.3763251,0.07368421
0.36042404,-0.15194346,0
-0.06360424,0.06360424,0.2
0.26678446,0.39575973,0.06315789
0.3091873,-0.14840989,0.2
0.3533569,-0.22084805,0.2
-0.11484099,0.045936394,0.2
-0.2862191,0.20848057,0.2
0.26678446,0.058303885,0.2
-0.36925796,0.20671378,0
-0.03533569,-0.20141342,0
-0.33745584,0.17667845,0.2
-0.1254417,-0.1024735,0.094736844
-0.2632509,0.022968197,0.2
-0.36749116,0.18551236,0
0.008833922,0.045936394,0.2
-0.27561837,0.18904594,0.12631579
0.042402826,-0.1590106,0.2
-0.25971732,0.15724382,0.031578947
-0.003533569,0.03180212,0
0.24734983,0.37985864,0
0.21201414,0.21378092,0.2
-0.049469966,0.03533569,0.2
0.24911661,0.1696113,0
-0.3745583,0.2632509,0.12631579
0.3303887,-0.3286219,0
0.014134276,-0.20141342,0
0.23144877,0.1254417,0
0.010600707,-0.042402826,0.2
-0.18374558,0.049469966,0.2
0.24204947,0.09187279,0.2
0.26678446,-0.09540636,0.2
0.04770318,-0.20318021,0.031578947
0.3162544,0.1024735,0.2
-0.40636042,0.2632509,0.15789473
-0.028268551,-0.2932862,0
0.18904594,0.3975265,0.2
-0.13427562,0.038869258,0
0.3392226,-0.008833922,0.07368421
0.31448764,-0.30035335,0
0.3886926,-0.34628975,0.031578947
-0.13074204,-0.09187279,0.094736844
0.25618374,0.409894,0
0.2385159,0.3533569,0
0.3833922,-0.26501766,0.042105265
-0.24028268,0.11484099,0.2
-0.07597173,0.042402826,0.2
0.2614841,0.11484099,0.2
0.074204944,0.24381626,0
0.038869258,0.2508834,0
0.35512367,-0.21024735,0
0.3091873,0.15724382,0.17894737
0.21378092,0.1360424,0.16842106
0.3286219,0.04770318,0.07368421
-0.15724382,-0.09010601,0
-0.15547703,-0.09540636,0
-0.12897527,-0.28975266,0.05263158
0.037102472,-0.14310955,0
0.31272084,0.028268551,0.2
0.29858658,-0.18904594,0.2
-0.38515902,0.23498233,0.2
0.26855123,0.39045936,0.15789473
-0.33392227,0.25971732,0.2
0.37279153,-0.19964664,0.042105265
0.3074205,-0.28975266,0.2
-0.044169612,-0.34628975,0.18947369
-0.10070671,0.077738516,0.2
-0.088339224,-0.23144877,0
-0.07067138,-0.010600707,0.10526316
-0.38162544,0.22968198,0.2
-0.07597173,-0.20141342,0.042105265
0.27915195,0.25441697,0.2
-0.29681978,0.16784452,0
0.31978798,0.09540636,0.17894737
-0.019434629,-0.123674914,0
-0.34805652,0.20141342,0
-0.077738516,0.053003535,0.2
0.28091872,0.3180212,0.1368421
-0.16254418,-0.06007067,0.2
0.28975266,0.16784452,0
0.30388692,-0.044169612,0
0.012367492,-0.28975266,0
0.19964664,0.409894,0
0.08127209,0.061837457,0
-0.06890459,-0.34628975,0.2
0.23674911,0.15194346,0
0.017667845,0.22438163,0.2
-0.13074204,0.014134276,0
-0.06713781,0.022968197,0.2
0.26501766,-0.08303887,0
0.18551236,0.409894,0
0.36395758,-0.25618374,0.2
-0.06360424,-0.010600707,0.16842106
-0.11660777,-0.31448764,0.094736844
0.27031803,0.36395758,0
-0.13427562,-0.08480565,0.094736844
0.27561837,-0.21378092,0.06315789
-0.08303887,0.077738516,0
0.3303887,0.042402826,0.16842106
-0.32155478,0.15371025,0.2
-0.024734983,-0.13780919,0
0.003533569,-0.18197879,0.2
0.29151943,-0.045936394,0.2
-0.1254417,0.077738516,0.021052632
0.09893993,0.17137809,0
-0.12190813,-0.18374558,0.2
0.26855123,-0.17667845,0.07368421
-0.053003535,-0.3162544,0
0.32508835,-0.072438166,0
0.2279152,0.056537103,0.05263158
0.024734983,-0.06007067,0
